author,bookformat,desc,genre,img,isbn,isbn13,link,pages,rating,reviews,title,totalratings;;;;;;;;
"Laurence M. Hauptman,Hardcover,""Reveals that several hundred thousand Indians were affected by the Civil War and that twenty thousand Indians enlisted on both sides in an attempt to gain legitimacy, autonomy, or simply land."",""History,Military History,Civil War,American History,American Civil War,Nonfiction,North American Hi...,American History,Native Americans"",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387738765l/1001053.jpg,002914180X,9.78E+12,https://goodreads.com/book/show/1001053.Between_Two_Fires,0,3.52,5,Between Two Fires: American Indians in the Civil War,33";;;;;;;;
"Charlotte Fiell,Emmanuelle Dirix,Paperback,""Fashion Sourcebook - 1920s is the first book in a brand-new series by Fiell Publishing that documents comprehensively the seasonal fashion styles of the 20th century, decade by decade. Sumptuously illustrated with over 600 original photographs, drawings and prints, this title is a must-have reference work for not only students of fashion, but for all fashionistas. Fashion Sourcebook - 1920s focuses on the Art Deco period with its beautiful beaded dresses, cloche hats and t-bar shoes as worn by the fashionable flappers and the """"bright young things"""" of the time. An accompanying introduction outlines the major themes within fashion during this period and introduces its most famous designers and assesses their creative contributions. Text in English, French & German. Also Available: Fashion Sourcebook - 1930s ISBN: 9781906863586 24.95"""""",""Couture,Fashion,Historical,Art,Nonfiction"",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1421011497l/10010552.jpg,1906863482,9.78E+12,https://goodreads.com/book/show/10010552-fashion-sourcebook-1920s,576,4.51,6,Fashion Sourcebook 1920s,41";;;;;;;;
"Andy Anderson,Paperback,""The seminal history and analysis of the Hungarian Revolution and the workers' councils, perhaps the single most important revolutionary event ever, and this is simply the best book on it."",""Politics,History"",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1348117708l/1001077.jpg,948984147,9.78E+12,https://goodreads.com/book/show/1001077.Hungary_56,124,4.15,2,Hungary 56,26";;;;;;;;
"Carlotta R. Anderson,Hardcover,""""""All-American Anarchist"""" chronicles the life and work of Joseph A. Labadie (1850-1933), Detroit's prominent labor organizer and one of early labor's most influential activists. A dynamic participant in the major social reform movements of the Gilded Age, Labadie was a central figure in the pervasive struggle for a new social order as the American Midwest underwent rapid industrialization at the end of the 19th century. This engaging biography follows Labadie's colorful career from a childhood among a Pottawatomi tribe in the Michigan woods through his local and national involvement in a maze of late 19th-century labor and reform activities, including participation in the Socialist Labor party, Knights of Labor, Greenback movement, trades councils, typographical union, eight-hour-day campaigns, and the rise of the American Federation of Labor. In writing this biography of her grandfather, Carlotta R. Anderson consulted the renowned Labadie Collection at the University of Michigan, a unique collection of protest literature which extensively documents pivotal times in American labor history and radical history."",""Labor,History"",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1356461214l/1001079.jpg,814327079,9.78E+12,https://goodreads.com/book/show/1001079.All_American_Anarchist,324,3.83,1,All-American Anarchist: Joseph A. Labadie and the Labor Movement,6";;;;;;;;
"Jean Leveille,,""Aujourdâ€™hui, lâ€™oiseau nous invite Ã  sa table, table surprenante par sa diversitÃ© et son originalitÃ©. Tous initient leurs petits Ã  la vie gourmande en puisant dans un panier aux ressources immenses. Pour y parvenir, lâ€™oiseau a modifiÃ© son anatomie, sa morphologie, mais surtout il a radicalement adaptÃ© son organisme Ã  ses choix. Par ses photos magnifiques et ses textes fascinants, lâ€™auteur nous invite Ã  dÃ©couvrir les innombrables et subtiles facettes de lâ€™alimentation des oiseaux., - ,www.jeanleveille.org"",,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1293221069l/10010880.jpg,2761920813,,https://goodreads.com/book/show/10010880-les-oiseaux-gourmands,177,4,1,Les oiseaux gourmands,1";;;;;;;;
"Jeffrey Pfeffer,Hardcover,""Why is common sense so uncommon when it comes to managing people? How is it that so many seemingly intelligent organizations implement harmful management practices and ideas? In his provocative new book, ,The Human Equation,, bestselling author Jeffrey Pfeffer examines why much of the current conventional wisdom is wrong and asks us to re-think the way managers link people with organizational performance. Pfeffer masterfully builds a powerful business case for managing people effectivelyâ€”not just because it makes for good corporate policy, but because it results in outstanding performance and profits. Challenging current thinking and practice, Pfeffer: reveals the costs of downsizing and provides alternatives"; identifies troubling trends in compensation, and suggests better practices; explains why even the smartest managers sometimes manage people unwisely; demonstrates how market-based forces can fail to create good people management practices, creating a need for positive public policy;" and provides practical guidelines for implementing high-performance management practices. Filled with information and ideas, ,The Human Equation, provides much-needed guidance for managing people more wisely and more profitably."",""Business,Leadership,Romance,Historical Romance,Nonfiction,Business,Management,Management,Human Resources"",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1400939083l/1001090.jpg,875848419,9.78E+12,https://goodreads.com/book/show/1001090.The_Human_Equation,368,3.73,7,The Human Equation: Building Profits by Putting People First,119";;;;
"Jeffrey Pfeffer,Paperback,""""""Competitive Advantage Through People"""" explores why - despite long-standing evidence that a committed work force is essential for success - firms continue to attach little importance to their workers. The answer, argues Pfeffer, resides in a complex web of factors based on perception, history, legislation, and practice that continues to dominate management thought and action. Yet, some organizations have been able to overcome these obstacles. In fact, the five common stocks with the highest returns between 1972 and 1992 - Southwest Airlines, Wal-Mart, Tyson Foods, Circuit City, and Plenum Publishing - were in industries that shared virtually none of the characteristics traditionally associated with strategic success. What each of these firms did share is the ability to produce sustainable competitive advantage through its way of managing people. Pfeffer documents how they - and others - resisted traditional management pitfalls, and offers frameworks for implementing these changes in any industry."",""Business,Leadership,Business,Management,Romance,Historical Romance"",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387741596l/1001092.jpg,087584717X,9.78E+12,https://goodreads.com/book/show/1001092.Competitive_Advantage_Through_People,304,3.65,1,Competitive Advantage Through People: Unleashing the Power of the Work Force,20";;;;;;;;
"Edward Joesting,Paperback,""""""Even if you know Hawaiian history you will find much here that is new, besides Knowledge, both love and understanding of th islands """" Jacob Adler"",""History,Nonfiction"",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1387732755l/1001126.jpg,393009076,9.78E+12,https://goodreads.com/book/show/1001126.Hawaii,353,3.93,2,Hawaii: An Uncommon History,15";;;;;;;;
"Nick Le Neve Walmsley,Paperback,""At the time of her construction in the late 1920s, His Majesty's Airship R101 was the largest flying object ever madeâ€”as big and luxurious as an ocean liner, a Titanic of the skies designed to link the far-flung corners of the British Empire within days.Â As Britain recovered from the horrors of the trenches, R101's graceful lines, vast size, and luxurious accommodation came to represent the supreme self-confidence and hopes of a nation. But that unclouded vision was fatally colored by personal ambition, heroism, weakness, and political intrigue that touched many lives and reached a terrible climax on a storm-lashed hillside in France in the early hours of October 5,Â 1930.Â This book is the first to tell her story through contemporary photographs and actual material used during her construction. By returning to original sources, Nick Walmsley challenges the long-held view that R101 was a bad aircraft built by careless people. Atmospherically capturing the heady days of the 1920s, ,R101: A Pictorial History, has wide appeal to aviation enthusiasts, social historians, and anyone fascinated by a tale of an heroic dream with a horrific end."",,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328818548l/10011431.jpg,752456830,9.78E+12,https://goodreads.com/book/show/10011431-r101,160,5,2,R101: A Pictorial History,3";;;;;;;;
"B. Alan Wallace,Dalai Lama XIV,Hardcover,""Discover your personal path to bliss,""""This book will give anyone interested in the spectrum of core meditative practices stemming from the Buddhist tradition but in essence universal the deepest of perspectives on what is possible for us as human beings as well as excellent guidance in the essential, time-tested attitudes and practices for actualizing our innate capacity for wisdom, compassion, and well-being, right here and right now."""",â€”,Jon Kabat-Zinn,, author of ,Coming to Our Senses, and ,Full Catastrophe Living,""""In ,Genuine Happiness,, Alan Wallace displays his rare talent in boiling down the complex to the clear and in guiding readers through a practical path to contentment. A gift for all moods and seasons."""",â€”,Daniel Goleman,, author of ,Emotional Intelligence: Why It Can Matter More Than IQ,""""This lucid and rich book offers brillant, wise, and accessible teachings on the essentials of four core meditation techniques that lead one to genuine joy and happiness. Alan Wallace's years of practice and teaching shine through every page, as with ease and great humanity, he brings to the reader the possibility of liberation."""",â€”,Joan Halifax Roshi,, abbot of Upaya Zen Center,"""",Genuine Happiness, is a treasure chest of wisdom: clear, inspiring teaching jewels. It is an excellent support for any student of meditation."""",â€”,Sharon Salzberg,, author of ,Faith: Trusting Your Own Deepest Experience,In today's overstimulated world, many are realizing that happiness gained through material wealth and frivolous conquests is short-lived. To achieve long-term happiness, you must access your own bountiful resourcesâ€”housed in your heart and mind. In ,Genuine Happiness,, longtime Buddhist practitioner Alan Wallace shows you the path to bliss.,Drawing on more than three decades of study under His Holiness the Dalai Lama and sixty other teachers, as well as 2,500 years of Buddhist tradition, Alan Wallace guides you step by step through five simple yet powerful meditations to help you focus your mind and open your heart to true happiness. Featuring a Foreword by the Dalai Lama, this book will help you discover that it is possible to experience genuine happiness every day.,As you incorporate the meditations from ,Genuine Happiness, into your life, you will discover that the joy you've sought has always been only a few meditative minutes away."",""Religion,Buddhism,Philosophy,Spirituality,Psychology,Nonfiction,Religion"",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1369869651l/100114.jpg,047146984X,9.78E+12,https://goodreads.com/book/show/100114.Genuine_Happiness,256,4.1,7,Genuine Happiness: Meditation as the Path to Fulfillment,133";;;;;;;;
"Mark Verman,Paperback,""The earliest medieval Jewish mystical writings, or kabbalah, date from the late twelfth and early thirteenth centuries. This is the first book to focus on the most prodigious group active at that time--the 'Circle of Contemplation'.,The 'Circle of Contemplation' generated a mystical theology that differs radically from mainstream kabbalistic theosophy. Two of this group's penetrating speculations on God and the origins of the universe are The Book of Contemplation and The Fountain of Wisdom. A meticulous and systematic study of these writings forms the core of this book.,Verman discovered that the 'Circle of Contemplation' produced a series of distinct treatises, each entitled The Book of Contemplation and attributed to the same fictitious author. These treatises, embodying one of the most intriguing puzzles of medieval literature, are included here.,The author concludes that these writings were a product of thirteenth-century Spain, not France, as claimed by Gershom Scholem. His conclusion engendered a critical evaluation of the premises of Scholem's historiography of early medieval Jewish mysticism."",,https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1527071079l/10011932.jpg,791407209,9.78E+12,https://goodreads.com/book/show/10011932-the-books-of-contemplation,282,4.75,1,The Books of Contemplation: Medieval Jewish Mystical Sources,4";;;;;;;;
"Brian   Morris,Paperback,""In this important, scholarly and wide-ranging text, Brian Morris provides a lucid outline of the nature of the explanations of religious phenomena offered by such great thinkers as Hegel, Marx, and Weber. In doing so he also unravels the many theoretical strategies in the study of religion that have been developed and explored by later anthropologists. Besides discussing the classical authors and the debates surrounding their work, Morris presents perceptive accounts of more contemporary scholars such as Jung, Malinowski, Levi-Strauss, Geertz, and Godelier. Written from the standpoint of critical sympathy, and free of jargon, this book is an invaluable guide to the writings on religion of all the major figures in anthropology."",""Anthropology,Religion,Nonfiction,Academic,Social Science,Sociology"",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1349098767l/1001204.jpg,052133991X,9.78E+12,https://goodreads.com/book/show/1001204.Anthropological_Studies_of_Religion,382,3.69,3,Anthropological Studies of Religion: An Introductory Text,67";;;;;;;;
"Graham Purchase,Paperback,""This book outlines the history of our slow alienation from locale, and proposes some visionary and yet practical solutions to the global ecological crisis that call for the emergence of an integrated, living, and sustainable relationship with the ecological regions that surround us."",""Biology,Ecology,Nonfiction,Politics"",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1347303609l/1001209.jpg,1551640260,9.78E+12,https://goodreads.com/book/show/1001209.Anarchism_And_Ecology,216,3.59,3,Anarchism And Ecology,29";;;;;;;;
"Richard Layard,Paperback,""There is a paradox at the heart of our lives. We all want more money, but as societies become richer, they do not become happier. This is not speculation: It's the story told by countless pieces of scientific research. We now have sophisticated ways of measuring how happy people are, and all the evidence shows that on average people have grown no happier in the last fifty years, even as average incomes have more than doubled.The central question the great economist Richard Layard asks in ,Happiness, is this: If we really wanted to be happier, what would we do differently? First we'd have to see clearly what conditions generate happiness and then bend all our efforts toward producing them. That is what this book is about-the causes of happiness and the means we have to effect it.,Until recently there was too little evidence to give a good answer to this essential question, but, Layard shows us, thanks to the integrated insights of psychology, sociology, applied economics, and other fields, we can now reach some firm conclusions, conclusions that will surprise you. ,Happiness, is an illuminating road map, grounded in hard research, to a better, happier life for us all."",""Psychology,Nonfiction,Economics,Science,Philosophy,Self Help,Self Help,Personal Development,Sociology,Writing,Journalism,Politics"",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1309287208l/100120.jpg,143037013,9.78E+12,https://goodreads.com/book/show/100120.Happiness,320,3.73,85,Happiness: Lessons from a New Science,924";;;;;;;;
"Graham Purchase,Paperback,""In this wide-ranging book, Graham Purchase, one of the anarchist movement's leading theoreticians, graphically demonstrates relation of classical libertarian thought to the most pressing issues on the Green agenda: bioregionalism, overpopulation, sustainable agriculture, animal rights, wilderness preservation, technology, social ecology, and eco-defense. ,This book is not, however, a collective of dry, academic essays. Purchase's uncompromising approach and acerbic comments ensure that """"Anarchism & Environmental Survival"""" will remain a controversial book on the environment."",""Biology,Ecology"",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1279302196l/1001220.jpg,961328983,9.78E+12,https://goodreads.com/book/show/1001220.Anarchism_Environmental_Survival,0,3.44,1,Anarchism & Environmental Survival,9";;;;;;;;
"Philip Mansel,Hardcover,""Throughout history rulers have used clothes as a form of legitimization and propaganda. While palaces, pictures, and jewels might reflect the choice of a monarchâ€™s predecessors or advisers, clothes reflected the preferences of the monarch himself. Being both personal and visible, the right costume at the right time could transform and define a monarchâ€™s reputation. Many royal leaders have known this, from Louis XIV to Catherine the Great and from Napoleon I to Princess Diana.,This intriguing book explores how rulers have sought to control their image through their appearance. Mansel shows how individual styles of dress throw light on the personalities of particular monarchs, on their court system, and on their ambitions. The book looks also at the economics of the costume industry, at patronage, at the etiquette involved in mourning dress, and at the act of dressing itself. Fascinating glimpses into the lives of European monarchs and contemporary potentates reveal the intimate connection between power and the way it is packaged."",""History,Couture,Fashion,Nonfiction,Historical,Cultural,France"",https://i.gr-assets.com/images/S/compressed.photo.goodreads.com/books/1328871490l/1001221.jpg,300106971,9.78E+12,https://goodreads.com/book/show/1001221.Dressed_to_Rule,256,3.58,5,Dressed to Rule: Royal and Court Costume from Louis XIV to Elizabeth II,24";;;;;;;;
